id,category
4882,math
4883,cs
4884,physics
4885,cs
4886,cs
4887,cs
4888,physics
4889,stat
4890,physics
4891,math
4892,cs
4893,math
4894,physics
4895,cs
4896,math
4897,math
4898,physics
4899,cs
4900,math
4901,physics
4902,cs
4903,math
4904,cs
4905,cs
4906,math
4907,math
4908,cs
4909,math
4910,cs
4911,cs
4912,cs
4913,math
4914,math
4915,math
4916,math
4917,stat
4918,stat
4919,physics
4920,cs
4921,cs
4922,cs
4923,cs
4924,stat
4925,cs
4926,stat
4927,math
4928,physics
4929,math
4930,cs
4931,math
4932,cs
4933,math
4934,cs
4935,cs
4936,math
4937,cs
4938,cs
4939,physics
4940,math
4941,math
4942,cs
4943,cs
4944,cs
4945,physics
4946,physics
4947,math
4948,physics
4949,stat
4950,stat
4951,cs
4952,math
4953,cs
4954,cs
4955,physics
4956,cs
4957,math
4958,math
4959,physics
4960,stat
4961,physics
4962,math
4963,stat
4964,math
4965,math
4966,cs
4967,math
4968,stat
4969,math
4970,math
4971,cs
4972,cs
4973,math
4974,cs
4975,physics
4976,math
4977,cs
4978,cs
4979,cs
4980,math
4981,cs
4982,physics
4983,physics
4984,math
4985,math
4986,cs
4987,physics
4988,cs
4989,math
4990,stat
4991,cs
4992,cs
4993,physics
4994,math
4995,physics
4996,math
4997,cs
4998,cs
4999,math
5000,cs
5001,cs
5002,cs
5003,physics
5004,stat
5005,physics
5006,math
5007,physics
5008,physics
5009,physics
5010,cs
5011,physics
5012,cs
5013,math
5014,stat
5015,math
5016,math
5017,math
5018,stat
5019,physics
5020,cs
5021,cs
5022,math
5023,physics
5024,math
5025,math
5026,math
5027,stat
5028,cs
5029,physics
5030,math
5031,stat
5032,math
5033,math
5034,math
5035,cs
5036,physics
5037,physics
5038,cs
5039,cs
5040,math
5041,math
5042,physics
5043,stat
5044,cs
5045,cs
5046,cs
5047,cs
5048,physics
5049,math
5050,physics
5051,math
5052,physics
5053,cs
5054,math
5055,cs
5056,cs
5057,cs
5058,cs
5059,cs
5060,math
5061,cs
5062,stat
5063,cs
5064,cs
5065,physics
5066,stat
5067,physics
5068,cs
5069,cs
5070,cs
5071,cs
5072,physics
5073,math
5074,cs
5075,math
5076,math
5077,math
5078,math
5079,math
5080,math
5081,cs
5082,cs
5083,math
5084,math
5085,math
5086,math
5087,physics
5088,math
5089,physics
5090,cs
5091,cs
5092,physics
5093,cs
5094,physics
5095,cs
5096,math
5097,cs
5098,math
5099,math
5100,math
5101,stat
5102,cs
5103,cs
5104,math
5105,stat
5106,cs
5107,math
5108,cs
5109,math
5110,physics
5111,math
5112,physics
5113,physics
5114,stat
5115,cs
5116,math
5117,cs
5118,physics
5119,math
5120,cs
5121,cs
5122,physics
5123,physics
5124,stat
5125,cs
5126,math
5127,math
5128,math
5129,physics
5130,cs
5131,cs
5132,cs
5133,physics
5134,cs
5135,cs
5136,physics
5137,cs
5138,cs
5139,cs
5140,physics
5141,physics
5142,math
5143,cs
5144,physics
5145,math
5146,cs
5147,cs
5148,physics
5149,cs
5150,math
5151,math
5152,physics
5153,cs
5154,cs
5155,cs
5156,math
5157,math
5158,math
5159,stat
5160,cs
5161,stat
5162,cs
5163,math
5164,physics
5165,math
5166,cs
5167,math
5168,cs
5169,math
5170,math
5171,stat
5172,math
5173,physics
5174,math
5175,math
5176,physics
5177,cs
5178,cs
5179,cs
5180,cs
5181,math
5182,cs
5183,cs
5184,math
5185,cs
5186,cs
5187,stat
5188,stat
5189,cs
5190,math
5191,math
5192,physics
5193,math
5194,cs
5195,math
5196,cs
5197,math
5198,physics
5199,stat
5200,stat
5201,cs
5202,cs
5203,math
5204,physics
5205,math
5206,math
5207,cs
5208,math
5209,cs
5210,math
5211,math
5212,cs
5213,cs
5214,stat
5215,cs
5216,cs
5217,cs
5218,cs
5219,stat
5220,cs
5221,math
5222,math
5223,cs
5224,physics
5225,math
5226,cs
5227,cs
5228,cs
5229,math
5230,stat
5231,physics
5232,cs
5233,physics
5234,cs
5235,cs
5236,stat
5237,math
5238,cs
5239,math
5240,cs
5241,physics
5242,stat
5243,cs
5244,math
5245,physics
5246,math
5247,math
5248,math
5249,cs
5250,math
5251,stat
5252,math
5253,cs
5254,stat
5255,cs
5256,cs
5257,math
5258,math
5259,math
5260,math
5261,math
5262,physics
5263,cs
5264,math
5265,cs
5266,math
5267,math
5268,physics
5269,physics
5270,physics
5271,math
5272,cs
5273,cs
5274,math
5275,math
5276,cs
5277,stat
5278,cs
5279,cs
5280,cs
5281,math
5282,physics
5283,math
5284,cs
5285,math
5286,math
5287,math
5288,math
5289,cs
5290,physics
5291,math
5292,cs
5293,physics
5294,stat
5295,physics
5296,cs
5297,math
5298,cs
5299,math
5300,math
5301,math
5302,cs
5303,stat
5304,cs
5305,cs
5306,physics
5307,cs
5308,math
5309,cs
5310,physics
5311,stat
5312,math
5313,cs
5314,math
5315,stat
5316,math
5317,cs
5318,cs
5319,math
5320,stat
5321,math
5322,math
5323,math
5324,physics
5325,math
5326,math
5327,cs
5328,cs
5329,stat
5330,math
5331,math
5332,math
5333,cs
5334,cs
5335,cs
5336,physics
5337,cs
5338,cs
5339,cs
5340,math
5341,stat
5342,cs
5343,cs
5344,math
5345,cs
5346,math
5347,cs
5348,math
5349,cs
5350,math
5351,cs
5352,cs
5353,cs
5354,stat
5355,physics
5356,stat
5357,math
5358,cs
5359,math
5360,cs
5361,cs
5362,math
5363,stat
5364,math
5365,cs
5366,cs
5367,cs
5368,math
5369,math
5370,cs
5371,physics
5372,physics
5373,physics
5374,physics
5375,cs
5376,math
5377,cs
5378,cs
5379,cs
5380,cs
5381,physics
5382,math
5383,stat
5384,physics
5385,math
5386,math
5387,cs
5388,physics
5389,cs
5390,cs
5391,math
5392,cs
5393,stat
5394,cs
5395,cs
5396,cs
5397,math
5398,math
5399,physics
5400,stat
5401,math
5402,physics
5403,cs
5404,stat
5405,cs
5406,cs
5407,math
5408,math
5409,cs
5410,math
5411,math
5412,math
5413,cs
5414,physics
5415,math
5416,math
5417,cs
5418,cs
5419,cs
5420,cs
5421,math
5422,cs
5423,math
5424,physics
5425,math
5426,math
5427,cs
5428,cs
5429,cs
5430,math
5431,math
5432,physics
5433,physics
5434,math
5435,math
5436,physics
5437,math
5438,stat
5439,cs
5440,math
5441,math
5442,math
5443,stat
5444,cs
5445,math
5446,cs
5447,cs
5448,cs
5449,cs
5450,cs
5451,math
5452,math
5453,cs
5454,stat
5455,cs
5456,physics
5457,stat
5458,cs
5459,math
5460,math
5461,physics
5462,math
5463,cs
5464,physics
5465,cs
5466,math
5467,math
5468,math
5469,stat
5470,stat
5471,cs
5472,math
5473,stat
5474,math
5475,cs
5476,cs
5477,math
5478,cs
5479,math
5480,math
5481,math
5482,cs
5483,physics
5484,math
5485,cs
5486,cs
5487,cs
5488,cs
5489,physics
5490,math
5491,cs
5492,math
5493,cs
5494,stat
5495,math
5496,cs
5497,math
5498,math
5499,cs
5500,physics
5501,cs
5502,physics
5503,math
5504,cs
5505,cs
5506,cs
5507,cs
5508,math
5509,cs
5510,cs
5511,math
5512,math
5513,cs
5514,cs
5515,cs
5516,math
5517,math
5518,physics
5519,cs
5520,cs
5521,cs
5522,cs
5523,math
5524,cs
5525,math
5526,stat
5527,cs
5528,cs
5529,stat
5530,stat
5531,stat
5532,cs
5533,cs
5534,stat
5535,math
5536,math
5537,cs
5538,math
5539,cs
5540,physics
5541,cs
5542,math
5543,stat
5544,math
5545,physics
5546,math
5547,cs
5548,stat
5549,cs
5550,physics
5551,math
5552,cs
5553,stat
5554,math
5555,cs
5556,cs
5557,physics
5558,cs
5559,math
5560,cs
5561,math
5562,physics
5563,physics
5564,math
5565,math
5566,cs
5567,physics
5568,cs
5569,stat
5570,math
5571,cs
5572,math
5573,physics
5574,cs
5575,cs
5576,math
5577,cs
5578,stat
5579,physics
5580,cs
5581,physics
5582,cs
5583,math
5584,cs
5585,cs
5586,math
5587,math
5588,stat
5589,physics
5590,cs
5591,cs
5592,physics
5593,physics
5594,cs
5595,math
5596,math
5597,math
5598,math
5599,math
5600,cs
5601,physics
5602,math
5603,cs
5604,stat
5605,math
5606,cs
5607,cs
5608,physics
5609,cs
5610,cs
5611,physics
5612,cs
5613,math
5614,math
5615,cs
5616,physics
5617,math
5618,math
5619,math
5620,cs
5621,cs
5622,cs
5623,physics
5624,math
5625,cs
5626,cs
5627,cs
5628,cs
5629,math
5630,cs
5631,math
5632,cs
5633,math
5634,cs
5635,stat
5636,math
5637,cs
5638,stat
5639,stat
5640,math
5641,cs
5642,cs
5643,math
5644,math
5645,physics
5646,math
5647,cs
5648,stat
5649,cs
5650,cs
5651,stat
5652,math
5653,math
5654,cs
5655,math
5656,cs
5657,cs
5658,cs
5659,math
5660,cs
5661,physics
5662,math
5663,cs
5664,physics
5665,math
5666,cs
5667,math
5668,physics
5669,cs
5670,physics
5671,stat
5672,stat
5673,cs
5674,cs
5675,cs
5676,cs
5677,math
5678,cs
5679,math
5680,math
5681,physics
5682,physics
5683,cs
5684,physics
5685,cs
5686,cs
5687,physics
5688,physics
5689,math
5690,cs
5691,cs
5692,stat
5693,cs
5694,physics
5695,math
5696,math
5697,cs
5698,cs
5699,math
5700,cs
5701,math
5702,physics
5703,math
5704,stat
5705,math
5706,math
5707,cs
5708,stat
5709,math
5710,physics
5711,math
5712,physics
5713,stat
5714,stat
5715,cs
5716,cs
5717,math
5718,physics
5719,physics
5720,math
5721,math
5722,physics
5723,math
5724,physics
5725,physics
5726,math
5727,cs
5728,cs
5729,cs
5730,math
5731,cs
5732,stat
5733,cs
5734,math
5735,math
5736,math
5737,cs
5738,cs
5739,math
5740,cs
5741,math
5742,cs
5743,physics
5744,cs
5745,cs
5746,cs
5747,math
5748,math
5749,cs
5750,stat
5751,math
5752,math
5753,cs
5754,physics
5755,math
5756,physics
5757,math
5758,stat
5759,cs
5760,cs
5761,cs
5762,math
5763,math
5764,cs
5765,physics
5766,math
5767,math
5768,math
5769,math
5770,stat
5771,math
5772,math
5773,math
5774,cs
5775,math
5776,math
5777,stat
5778,cs
5779,math
5780,cs
5781,math
5782,math
5783,math
5784,cs
5785,stat
5786,stat
5787,cs
5788,math
5789,cs
5790,cs
5791,cs
5792,stat
5793,cs
5794,cs
5795,physics
5796,cs
5797,cs
5798,cs
5799,cs
5800,cs
5801,math
5802,math
5803,cs
5804,cs
5805,stat
5806,math
5807,math
5808,cs
5809,math
5810,cs
5811,cs
5812,math
5813,cs
5814,math
5815,math
5816,cs
5817,math
5818,cs
5819,cs
5820,math
5821,math
5822,stat
5823,math
5824,cs
5825,stat
5826,physics
5827,physics
5828,cs
5829,math
5830,cs
5831,math
5832,cs
5833,stat
5834,cs
5835,math
5836,cs
5837,cs
5838,stat
5839,stat
5840,cs
5841,physics
5842,cs
5843,cs
5844,math
5845,cs
5846,math
5847,math
5848,cs
5849,cs
5850,cs
5851,math
5852,stat
5853,math
5854,cs
5855,math
5856,math
5857,math
5858,math
5859,math
5860,stat
5861,cs
5862,math
5863,physics
5864,physics
5865,stat
5866,physics
5867,math
5868,cs
5869,cs
5870,cs
5871,math
5872,cs
5873,physics
5874,physics
5875,math
5876,stat
5877,math
5878,cs
5879,math
5880,cs
5881,cs
5882,physics
5883,cs
5884,physics
5885,math
5886,math
5887,stat
5888,math
5889,stat
5890,cs
5891,physics
5892,stat
5893,cs
5894,cs
5895,cs
5896,cs
5897,math
5898,math
5899,stat
5900,physics
5901,cs
5902,math
5903,cs
5904,math
5905,physics
5906,math
5907,cs
5908,stat
5909,cs
5910,math
5911,math
5912,cs
5913,cs
5914,cs
5915,math
5916,cs
5917,cs
5918,cs
5919,stat
5920,cs
5921,cs
5922,stat
5923,physics
5924,math
5925,cs
5926,cs
5927,math
5928,cs
5929,cs
5930,cs
5931,cs
5932,math
5933,physics
5934,cs
5935,cs
5936,math
5937,math
5938,math
5939,math
5940,math
5941,math
5942,cs
5943,math
5944,cs
5945,cs
5946,cs
5947,cs
5948,cs
5949,physics
5950,physics
5951,cs
5952,math
5953,cs
5954,math
5955,cs
5956,cs
5957,math
5958,math
5959,cs
5960,math
5961,cs
5962,cs
5963,cs
5964,physics
5965,math
5966,cs
5967,cs
5968,cs
5969,physics
5970,stat
5971,cs
5972,cs
5973,cs
5974,physics
5975,math
5976,physics
5977,math
5978,stat
5979,cs
5980,physics
5981,cs
5982,cs
5983,math
5984,cs
5985,cs
5986,cs
5987,math
5988,cs
5989,stat
5990,stat
5991,math
5992,math
5993,math
5994,cs
5995,cs
5996,cs
5997,physics
5998,cs
5999,cs
6000,math
6001,physics
6002,cs
6003,math
6004,math
6005,cs
6006,math
6007,stat
6008,physics
6009,physics
6010,math
6011,cs
6012,cs
6013,math
6014,stat
6015,math
6016,cs
6017,physics
6018,math
6019,cs
6020,cs
6021,cs
6022,physics
6023,math
6024,stat
6025,cs
6026,cs
6027,math
6028,cs
6029,math
6030,stat
6031,math
6032,cs
6033,math
6034,math
6035,cs
6036,math
6037,physics
6038,stat
6039,cs
6040,math
6041,cs
6042,math
6043,cs
6044,cs
6045,math
6046,physics
6047,cs
6048,math
6049,cs
6050,physics
6051,physics
6052,math
6053,stat
6054,cs
6055,math
6056,cs
6057,physics
6058,math
6059,cs
6060,cs
6061,cs
6062,math
6063,stat
6064,cs
6065,math
6066,cs
6067,stat
6068,cs
6069,cs
6070,cs
6071,math
6072,physics
6073,math
6074,cs
6075,math
6076,physics
6077,cs
6078,math
6079,math
6080,math
6081,cs
6082,stat
6083,cs
6084,physics
6085,cs
6086,cs
6087,cs
6088,physics
6089,physics
6090,cs
6091,cs
6092,cs
6093,cs
6094,cs
6095,cs
6096,math
6097,cs
6098,physics
6099,cs
6100,cs
6101,cs
6102,math
6103,stat
6104,cs
6105,stat
6106,physics
6107,cs
6108,cs
6109,cs
6110,math
6111,physics
6112,cs
6113,cs
6114,stat
6115,cs
6116,math
6117,physics
6118,math
6119,cs
6120,physics
6121,cs
6122,stat
6123,physics
6124,math
6125,math
6126,math
6127,physics
6128,math
6129,math
6130,physics
6131,cs
6132,cs
6133,stat
6134,math
6135,math
6136,stat
6137,stat
6138,cs
6139,physics
6140,cs
6141,math
6142,math
6143,physics
6144,cs
6145,math
6146,math
6147,math
6148,cs
6149,math
6150,math
6151,cs
6152,physics
6153,stat
6154,cs
6155,math
6156,cs
6157,stat
6158,math
6159,math
6160,stat
6161,cs
6162,math
6163,stat
6164,stat
6165,cs
6166,stat
6167,math
6168,math
6169,math
6170,physics
6171,math
6172,cs
6173,math
6174,cs
6175,cs
6176,physics
6177,math
6178,cs
6179,cs
6180,physics
6181,cs
6182,math
6183,stat
6184,stat
6185,cs
6186,math
6187,stat
6188,physics
6189,math
6190,physics
6191,cs
6192,physics
6193,cs
6194,stat
6195,cs
6196,cs
6197,cs
6198,cs
6199,cs
6200,physics
6201,math
6202,math
6203,cs
6204,cs
6205,stat
6206,math
6207,math
6208,cs
6209,cs
6210,math
6211,cs
6212,math
6213,cs
6214,math
6215,cs
6216,cs
6217,stat
6218,cs
6219,math
6220,physics
6221,math
6222,physics
6223,cs
6224,cs
6225,stat
6226,cs
6227,physics
6228,cs
6229,physics
6230,math
6231,stat
6232,stat
6233,math
6234,cs
6235,physics
6236,cs
6237,physics
6238,stat
6239,math
6240,cs
6241,physics
6242,stat
6243,stat
6244,physics
6245,cs
6246,cs
6247,cs
6248,math
6249,math
6250,math
6251,math
6252,math
6253,cs
6254,cs
6255,physics
6256,math
6257,cs
6258,cs
6259,cs
6260,cs
6261,cs
6262,physics
6263,cs
6264,cs
6265,stat
6266,cs
6267,math
6268,math
6269,physics
6270,cs
6271,physics
6272,math
6273,cs
6274,cs
6275,cs
6276,math
6277,cs
6278,cs
6279,physics
6280,cs
6281,cs
6282,cs
6283,physics
6284,cs
6285,cs
6286,physics
6287,cs
6288,physics
6289,cs
6290,cs
6291,math
6292,cs
6293,cs
6294,cs
6295,cs
6296,cs
6297,cs
6298,physics
6299,math
6300,stat
6301,physics
6302,math
6303,math
6304,cs
6305,cs
6306,physics
6307,math
6308,physics
6309,math
6310,math
6311,cs
6312,cs
6313,cs
6314,cs
6315,math
6316,stat
6317,cs
6318,math
6319,math
6320,cs
6321,cs
6322,stat
6323,math
6324,cs
6325,stat
6326,math
6327,cs
6328,math
6329,cs
6330,physics
6331,cs
6332,math
6333,cs
6334,physics
6335,cs
6336,math
6337,physics
6338,math
6339,cs
6340,math
6341,cs
6342,stat
6343,stat
6344,math
6345,math
6346,physics
6347,cs
6348,math
6349,cs
6350,cs
6351,math
6352,cs
6353,cs
6354,physics
6355,cs
6356,cs
6357,math
6358,math
6359,math
6360,cs
6361,cs
6362,math
6363,stat
6364,cs
6365,math
6366,cs
6367,cs
6368,cs
6369,cs
6370,physics
6371,cs
6372,cs
6373,math
6374,cs
6375,stat
6376,math
6377,cs
6378,math
6379,math
6380,math
6381,cs
6382,cs
6383,cs
6384,math
6385,stat
6386,math
6387,math
6388,math
6389,math
6390,cs
6391,cs
6392,physics
6393,math
6394,cs
6395,cs
6396,stat
6397,math
6398,math
6399,math
6400,physics
6401,physics
6402,cs
6403,physics
6404,math
6405,cs
6406,math
6407,cs
6408,cs
6409,math
6410,math
6411,cs
6412,math
6413,cs
6414,math
6415,math
6416,cs
6417,physics
6418,cs
6419,cs
6420,math
6421,stat
6422,cs
6423,math
6424,math
6425,math
6426,math
6427,physics
6428,cs
6429,cs
6430,cs
6431,math
6432,stat
6433,cs
6434,cs
6435,math
6436,cs
6437,math
6438,math
6439,cs
6440,physics
6441,math
6442,physics
6443,math
6444,cs
6445,stat
6446,cs
6447,math
6448,math
6449,cs
6450,math
6451,cs
6452,cs
6453,cs
6454,cs
6455,physics
6456,math
6457,math
6458,math
6459,math
6460,physics
6461,cs
6462,math
6463,cs
6464,stat
6465,math
6466,math
6467,math
6468,math
6469,math
6470,stat
6471,cs
6472,math
6473,cs
6474,cs
6475,math
6476,cs
6477,cs
6478,physics
6479,cs
6480,cs
6481,cs
6482,stat
6483,physics
6484,math
6485,physics
6486,stat
6487,cs
6488,cs
6489,physics
6490,math
6491,math
6492,physics
6493,math
6494,cs
6495,cs
6496,cs
6497,cs
6498,math
6499,cs
6500,cs
6501,stat
6502,math
6503,stat
6504,math
6505,stat
6506,math
6507,cs
6508,math
6509,physics
6510,physics
6511,math
6512,math
6513,cs
6514,math
6515,math
6516,physics
6517,math
6518,cs
6519,math
6520,cs
6521,cs
6522,math
6523,math
6524,cs
6525,math
6526,math
6527,cs
6528,math
6529,cs
6530,math
6531,cs
6532,physics
6533,physics
6534,cs
6535,cs
6536,stat
6537,math
6538,cs
6539,math
6540,cs
6541,cs
6542,cs
6543,cs
6544,cs
6545,math
6546,cs
6547,math
6548,stat
6549,cs
6550,stat
6551,stat
6552,physics
6553,math
6554,cs
6555,cs
6556,cs
6557,math
6558,physics
6559,math
6560,math
6561,physics
6562,math
6563,cs
6564,physics
6565,cs
6566,physics
6567,cs
6568,math
6569,physics
6570,physics
6571,math
6572,cs
6573,cs
6574,cs
6575,math
6576,math
6577,cs
6578,cs
6579,stat
6580,stat
6581,math
6582,math
6583,math
6584,math
6585,math
6586,math
6587,math
6588,cs
6589,cs
6590,cs
6591,cs
6592,math
6593,cs
6594,cs
6595,cs
6596,physics
6597,stat
6598,math
6599,cs
6600,math
6601,physics
6602,physics
6603,math
6604,math
6605,math
6606,cs
6607,stat
6608,cs
6609,cs
6610,cs
6611,stat
6612,cs
6613,math
6614,cs
6615,math
6616,math
6617,cs
6618,cs
6619,physics
6620,cs
6621,physics
6622,math
6623,cs
6624,stat
6625,math
6626,stat
6627,cs
6628,math
6629,math
6630,cs
6631,math
6632,cs
6633,cs
6634,math
6635,cs
6636,cs
6637,physics
6638,cs
6639,cs
6640,cs
6641,cs
6642,math
6643,math
6644,cs
6645,cs
6646,cs
6647,math
6648,cs
6649,math
6650,math
6651,cs
6652,math
6653,cs
6654,cs
6655,math
6656,cs
6657,math
6658,cs
6659,cs
6660,math
6661,stat
6662,cs
6663,cs
6664,cs
6665,math
6666,cs
6667,cs
6668,math
6669,math
6670,math
6671,math
6672,math
6673,physics
6674,physics
6675,math
6676,physics
6677,cs
6678,cs
6679,physics
6680,physics
6681,cs
6682,cs
6683,cs
6684,stat
6685,physics
6686,physics
6687,math
6688,cs
6689,cs
6690,cs
6691,physics
6692,math
6693,cs
6694,math
6695,cs
6696,stat
6697,math
6698,cs
6699,cs
6700,stat
6701,math
6702,math
6703,cs
6704,cs
6705,math
6706,cs
6707,math
6708,cs
6709,cs
6710,cs
6711,math
6712,cs
6713,physics
6714,math
6715,cs
6716,cs
6717,physics
6718,cs
6719,cs
6720,math
6721,cs
6722,cs
6723,cs
6724,math
6725,cs
6726,physics
6727,math
6728,cs
6729,cs
6730,physics
6731,physics
6732,cs
6733,math
6734,math
6735,stat
6736,cs
6737,cs
6738,cs
6739,math
6740,stat
6741,cs
6742,cs
6743,cs
6744,math
6745,math
6746,physics
6747,cs
6748,math
6749,math
6750,stat
6751,math
6752,math
6753,math
6754,stat
6755,cs
6756,math
6757,stat
6758,physics
6759,math
6760,cs
6761,physics
6762,stat
6763,stat
6764,math
6765,math
6766,cs
6767,physics
6768,physics
6769,cs
6770,cs
6771,cs
6772,math
6773,cs
6774,physics
6775,cs
6776,math
6777,stat
6778,cs
6779,cs
6780,cs
6781,cs
6782,math
6783,math
6784,math
6785,cs
6786,math
6787,cs
6788,physics
6789,cs
6790,cs
6791,cs
6792,stat
6793,physics
6794,cs
6795,math
6796,math
6797,cs
6798,math
6799,physics
6800,stat
6801,cs
6802,stat
6803,cs
6804,cs
6805,stat
6806,cs
6807,cs
6808,physics
6809,cs
6810,physics
6811,math
6812,physics
6813,math
6814,physics
6815,math
6816,math
6817,cs
6818,physics
6819,math
6820,cs
6821,physics
6822,cs
6823,physics
6824,math
6825,math
6826,cs
6827,cs
6828,cs
6829,cs
6830,math
6831,stat
6832,math
6833,physics
6834,stat
6835,cs
6836,cs
6837,cs
6838,physics
6839,cs
6840,math
6841,math
6842,math
6843,cs
6844,math
6845,physics
6846,cs
6847,math
6848,physics
6849,physics
6850,physics
6851,math
6852,cs
6853,cs
6854,cs
6855,math
6856,math
6857,stat
6858,math
6859,cs
6860,math
6861,stat
6862,math
6863,cs
6864,math
6865,cs
6866,stat
6867,physics
6868,math
6869,cs
6870,cs
6871,math
6872,cs
6873,cs
6874,physics
6875,stat
6876,cs
6877,physics
6878,physics
6879,math
6880,stat
6881,math
6882,math
6883,stat
6884,math
6885,math
6886,cs
6887,physics
6888,cs
6889,math
6890,math
6891,cs
6892,cs
6893,cs
6894,cs
6895,math
6896,math
6897,physics
6898,stat
6899,cs
6900,cs
6901,physics
6902,cs
6903,cs
6904,stat
6905,cs
6906,cs
6907,stat
6908,physics
6909,math
6910,cs
6911,stat
6912,cs
6913,math
6914,stat
6915,math
6916,cs
6917,cs
6918,math
6919,math
6920,math
6921,physics
6922,cs
6923,cs
6924,cs
6925,physics
6926,math
6927,cs
6928,math
6929,cs
6930,cs
6931,math
6932,cs
6933,cs
6934,cs
6935,stat
6936,physics
6937,stat
6938,math
6939,cs
6940,physics
6941,cs
6942,cs
6943,stat
6944,stat
6945,math
6946,cs
6947,physics
6948,cs
6949,cs
6950,math
6951,math
6952,math
6953,math
6954,physics
6955,cs
6956,cs
6957,math
6958,math
6959,math
6960,math
6961,physics
6962,math
6963,math
6964,cs
6965,physics
6966,physics
6967,physics
6968,math
6969,stat
6970,cs
6971,math
6972,math
6973,math
6974,math
6975,cs
6976,cs
6977,math
6978,math
6979,physics
6980,cs
6981,math
6982,stat
6983,math
6984,cs
6985,cs
6986,physics
6987,cs
6988,math
6989,math
6990,cs
6991,stat
6992,math
6993,cs
6994,stat
6995,cs
6996,math
6997,cs
6998,math
6999,cs
7000,physics
7001,math
7002,math
7003,cs
7004,math
7005,math
7006,physics
7007,stat
7008,math
7009,physics
7010,math
7011,physics
7012,cs
7013,math
7014,physics
7015,stat
7016,stat
7017,math
7018,math
7019,physics
7020,cs
7021,cs
7022,math
7023,cs
7024,physics
7025,math
7026,physics
7027,math
7028,cs
7029,cs
7030,math
7031,cs
7032,cs
7033,physics
7034,cs
7035,cs
7036,math
7037,cs
7038,cs
7039,math
7040,math
7041,cs
7042,cs
7043,cs
7044,cs
7045,cs
7046,math
7047,cs
7048,math
7049,cs
7050,cs
7051,math
7052,physics
7053,cs
7054,cs
7055,math
7056,physics
7057,math
7058,math
7059,cs
7060,cs
7061,stat
7062,cs
7063,math
7064,cs
7065,cs
7066,cs
7067,math
7068,stat
7069,cs
7070,math
7071,physics
7072,physics
7073,physics
7074,stat
7075,math
7076,math
7077,cs
7078,cs
7079,cs
7080,stat
7081,cs
7082,cs
7083,math
7084,physics
7085,math
7086,math
7087,cs
7088,cs
7089,cs
7090,stat
7091,cs
7092,math
7093,cs
7094,physics
7095,cs
7096,cs
7097,math
7098,cs
7099,math
7100,cs
7101,math
7102,physics
7103,math
7104,cs
7105,cs
7106,cs
7107,cs
7108,math
7109,math
7110,cs
7111,math
7112,math
7113,physics
7114,math
7115,cs
7116,cs
7117,cs
7118,stat
7119,math
7120,cs
7121,math
7122,cs
7123,cs
7124,math
7125,cs
7126,cs
7127,cs
7128,cs
7129,cs
7130,cs
7131,math
7132,math
7133,cs
7134,stat
7135,math
7136,math
7137,stat
7138,physics
7139,cs
7140,math
7141,math
7142,physics
7143,cs
7144,cs
7145,math
7146,cs
7147,cs
7148,physics
7149,cs
7150,math
7151,physics
7152,cs
7153,math
7154,cs
7155,math
7156,stat
7157,cs
7158,stat
7159,physics
7160,cs
7161,cs
7162,cs
7163,math
7164,math
7165,math
7166,cs
7167,cs
7168,math
7169,math
7170,cs
7171,cs
7172,cs
7173,cs
7174,math
7175,cs
7176,cs
7177,cs
7178,cs
7179,math
7180,cs
7181,cs
7182,stat
7183,stat
7184,stat
7185,physics
7186,cs
7187,cs
7188,cs
7189,cs
7190,cs
7191,stat
7192,cs
7193,cs
7194,math
7195,math
7196,physics
7197,cs
7198,cs
7199,cs
7200,math
7201,math
7202,cs
7203,cs
7204,math
7205,math
7206,cs
7207,math
7208,math
7209,math
7210,cs
7211,physics
7212,math
7213,cs
7214,cs
7215,cs
7216,cs
7217,physics
7218,math
7219,stat
7220,cs
7221,math
7222,cs
7223,math
7224,cs
7225,math
7226,math
7227,stat
7228,cs
7229,cs
7230,cs
7231,cs
7232,cs
7233,cs
7234,cs
7235,math
7236,cs
7237,cs
7238,math
7239,physics
7240,cs
7241,cs
7242,physics
7243,cs
7244,stat
7245,cs
7246,math
7247,physics
7248,stat
7249,cs
7250,cs
7251,physics
7252,math
7253,cs
7254,math
7255,cs
7256,cs
7257,cs
7258,math
7259,cs
7260,cs
7261,math
7262,math
7263,cs
7264,stat
7265,physics
7266,stat
7267,math
7268,math
7269,math
7270,cs
7271,math
7272,cs
7273,math
7274,math
7275,cs
7276,cs
7277,cs
7278,cs
7279,math
7280,math
7281,stat
7282,cs
7283,math
7284,cs
7285,math
7286,cs
7287,cs
7288,cs
7289,math
7290,cs
7291,cs
7292,math
7293,math
7294,cs
7295,math
7296,cs
7297,math
7298,math
7299,cs
7300,cs
7301,math
7302,physics
7303,cs
7304,physics
7305,cs
7306,cs
7307,math
7308,stat
7309,cs
7310,math
7311,physics
7312,math
7313,math
7314,cs
7315,stat
7316,cs
7317,cs
7318,math
7319,cs
7320,math
7321,math
7322,math
7323,math
7324,cs
7325,math
7326,cs
7327,cs
7328,cs
7329,math
7330,stat
7331,physics
7332,cs
7333,cs
7334,physics
7335,cs
7336,stat
7337,math
7338,math
7339,stat
7340,stat
7341,math
7342,math
7343,cs
7344,cs
7345,math
7346,cs
7347,physics
7348,cs
7349,cs
7350,physics
7351,cs
7352,math
